questionText,answerText,category
im going through a divorce with my wife of three years who ive known since the th grade and been involved with for seven years we just had a baby seven months ago and never got along with my mother who ive lived with for years i am now back with my mother because i have nowhere to go with this divorce looming im heart broken because i fell into a depression i havent seen my child in a while im having good and bad dreams and i feel hated can you help can you intervene can i speak with someone,its hard to accept the end of a marriage when its not your choice you feel powerless abandoned and unwanted your wife has the right to decide not to be in a marriage with you and a therapist can help you accept and move through this change that has broken your heart and left you lost you dont indicate why you havent seen your child and you may want to consult with a lawyer about the laws in your area and how to gain access to your baby therapists dont intervene in these ways the marriage may be ending but your role as a loving father is only beginning you can focus on giving your child the gift of two parents who respect each other,Depression
i have been diagnosed with adhd and experienced manic depression episodes i have problems with anger management apparently i also have an odd bipolar and split personality how can i be truly happy,the adhd and manic depressive episodes are terms other people told you that you haveyou dont have to accept these words to describe who you area lot of mental health in our country is about telling people whats wrong with them and giving pills for these so called conditions instead of helping a person know more about themselves in order to make good decisionsyou can be happy because nothing from the outside such as the names people have used to tell you who you are can interfere with your own wish to be happyothers can slow you down because of the selfdoubt and hurt feelings no one can take happiness from you only they can make it harder to find and hold ontoanger management only works temporarily because it is a surface approachthink of the reason you are angry this will be better to know so you will be able to address itthen you will not have anger to manage,Depression
i always feel like im not good enough and it literally is so hard living i dont know how to talk to my parents about it,are you a teen this is a really hard problem for more teens and adults than let on when i was about 15 i remember asking my parents friend herman whether life gets any easier when you get older he said the problems are actually harder but you gain the ability to deal with them better ive been an adult a long time now and that is so true if you need someone to talk to consider a teacher or a school guidance counselor or someone you respect maybe in church if theyre good and they dont know how to help you they may know how to get you to someone who can also the idea of not being good enough is a common psychological event in cbt its called a core belief but i call it a core lie in my book living yes a handbook for being human if you are serious about changing yourself read about it at wwwlivingyesorg and pick up a copy there or on amazon i hope this was helpful the future is filled with possibility if we dont prejudge it mark wwwmarkmorrislcswcom and wwwlivingyesorg,Depression
i have manic depression and last summer was very very bad i have recurring nightmares and i avoid anything that will give me a similar feeling as i did that summer,a ptsd diagnosis requires an event which occurred at least 6 months prior to the symptoms depression is a common symptom of ptsd but depression can come from many other sources as well in the end diagnoses are systems of behavioral labels if you believe that one label ptsd is worse than another depression you are creating a false hierarchy consider consulting a cbt therapist such as the fine clinicians listed in academyofctorg you may also want to look at my book living yes for many ideas about challenging your thinking and improving you mood wwwlivingyesorg i hope you feel better soon mark wwwmarkmorrislcswcom and wwwlivingyesorg,Depression
i have manic depression and last summer was very very bad i have recurring nightmares and i avoid anything that will give me a similar feeling as i did that summer,in general the answer is no depression can not not generally cause ptsd your question does make a lot of sense though depression is a common symptom of ptsd a counselor in your area should be able to help you whats going on  either feelings of depression ptsd or both,Depression
my doctor thinks that seeing a psychiatrist will help with my depression and anxiety now my anxiety is worse what do i do writing on here has taken every bit of strength i have left,did you take the medication the way the psychiatrist prescribed it did you follow up with herhim to report how it was going different medications work differently with different people its not always the first one that helps and some of the medications take some time to have an effect give the doctor the chance to help you i suggest you find a certified cbt therapist to help you examine your thinking wwwacademyofctorg has listings of the finest cbt clinicians in the meantime do some anxiety fasting by taking a few minutes to do something nice for yourself right now i hope you feel better soon mark wwwmarkmorrislcswcom and wwwlivingyesorg,Depression
i am always down and out could this be postpartum depression,probably i always tell the new parents i work with and this is just as true for dads as it is for moms that if you are feeling off seek help postpartum support international wwwpostpartumnet is a great place to start finding resources and locating support,Depression
my last relationships have ended horribly they just up and abandoned me one of them i have never gotten closure with over it leaving me emotionally wrecked i know somethings wrong with me but i dont know how to even start trying to better myself i get into these depressed like states whenever anyone i care about is too busy to be with me i know that i shouldnt act like that because people are genuinely busy but i feel like theyre doing it just because they dont want to be around me,frequently when working with clients i utilize the abc model developed by albert ellis the founder of rational emotive behavior theory the theory basically states that you can not control an event but you can control your reaction to the emotions associated with said event for instance here is an examplea action or event you need to talk to someone and that person is not calling you backb behavior or response you begin to tell yourself that this person is too busy for me or i am not important to this personc consequence you feel depressedif you look at the model b has a direct effect on c the thought is if you change your reaction to a then c will have a better consequence such asa stays the sameb this is what you change this person must be busy they will call me back when they get a chance or i can call someone else to lean on for support until this person is availablec decreased feelings of depression  overall functioning improvesthis is just an example but if you actively work to replace the negative thought patterns that effect your behavior studies show that your overall outlook and mood will improve if this model resonates with you i recommend feeling better getting better staying better by alber ellis in addition looking for support groups in your area are a great source of support when you are feeling abandoned or alone,Depression
i dont know whats wrong with me at times i can be really happy excited ill talk fast and i want to do things but lately ive been staying up way later and sleeping too much i dont hang out with friends i dont really have them i feel nothing worthless i want to do nothing i have no interest in anything all i usually do is stay in my room i want to be happy i want to be nice whats wrong with me,im sorry to hear that you are feeling as if youre in a slump first of all nothing is wrong with you many people report similar symptoms have you ever talked with a physician regarding your symptoms two extreme emotions such as feeling extremely happy and then feeling extremely low for a length of time may indicate a mood disorder i think it would be best to talk with your doctor or a therapist to help pinpoint the issue causing themits possible that it could just be certain stressors in your life that are causing the two extremities but you definitely want to rule out any mental health issues if it is in fact mental health related there are many medications or therapy choices that can help thanks for reaching out i hope that you will feel back on track soon,Depression
ive have lived for sometime with depression but things have gotten a lot better but why is it so hard to get over anxiety and social isolation,the best way to handle depression and anxiety is with a combination of appropriate medication given to you by a medical doctor and therapy to help you understand the thoughts feelings and behaviors that are causing the depression and anxiety in the first place and then to replace these with more positive thoughts and behaviors this is not something that anyone should just white knuckle and try to get through on their own with no help cognitive behavioral therapy is a technique that has been proven helpful for depression and anxiety this takes a therapist trained in cbt there are some things in life that you cannot change and must learn to accept a lot of people spend time trying to change things that they have no control over this may be the behavior of someone else in your life or it could be a situation that you cannot change such as the recent death of a loved one a lost relationship or an accident or illness which has left you handicapped in cases like this what can change is your attitude and thoughts about the situation that you now find yourself in one thing that is inevitable about life is that stuff happens and it is not always pleasant some people take these unpleasant occurrences very hard and it throws them into a deep depression other people seem to be able to handle lifes ups and downs and bounce back they do this with having positive coping skills in their life learning new coping skills is something your therapist can help you witha lot of people are so focused on trying to change the things in their life that they cannot change and are ignoring the things that they can change there are things that you can do here is a quote for you to consider you are getting almost everything that you are getting based on the choices that you have made you will continue to get the same thing out of life until you make some changes another quote i like is you will find a way or you will find an excuse dont ever say that you have no choice everyone has a choice you might not particularly like any of the choices that you are facing but you do have choices not happy in a relationship you can leave it hate your job get a new one if it matters to you you will find a way dont sit there complaining about everything but not doing anything different or bettertake care of yourself exercise is very important not only for your physical health but for your mental health as well eating right and exercising will help you feel better about yourself also find a meditation that works for you there are progressive muscle relaxation exercises visual and mental meditations and many many more start making some positive changes in your life today you can do it,Depression
im in a state of depression right now who can i talk to ive been sick in a lot of pain and crying dont know where to turn,first of all if youre sick and in pain have you seen your doctor if you have a chronic illness and pain this can often lead to depression and is very common youve taken the first step to dealing with it you can talk to your doctor even if your depression isnt related to your health he or she can either look at prescribing you an antidepressant or can refer you to a psychologist or psychiatristif thats not really an option for you there are also helplines local or national or support groups where people dealing with similar issues can talk to each other if you cant find any in your area newspapers usually publish this information there are online support groups as well,Depression
ive been married for  years and i have two kids during my years married my husband cheated on me twice the second time really got to me and at my lowest i hurt him back we arent communicating as well as i would like what do i do,hi there thank you reaching out for help it takes a lot of courage for someone that is being abused to reach out for help i want you to know that i am here to help you in any way that i can first and foremost you did not mention whether or not you had children yourself by this man im going to assume there are so the most important thing right at this moment is asking yourself if you and your children are safe is the boyfriend currently living in the home or is he coming and going if he is coming and going or currently living in the home my suggestion for you to is to pack a bag for you and your children and go somewhere safe ie family members home friend or a shelter temporarily i cannot stress this enough although some people tend to minimize their abusers behavior ie they only do it when they are drinking they only do it when they are mad its those individuals that find themselves or their children in a serious situation so you can never take abuse physical or mental lightly because you never know what is going through that persons mind at that particular time its always better to be safe than sorry secondly it will not be safe helpful or productive to attempt to talk to the abuser about your relationship abusers often times try and manipulate you into staying by apologizing or attempting to justify their behaviors this is the time you would want to go see a magistrate in order to get a protective order for you and your childrenits unfortunate that your significant other was involved with another women causing pregnancy however that is no longer your concern your concern at this point is keeping yourself and your children safe i would also suggest counseling for you and your children in order to work through these issues i hope this was helpful and please stay safe and take care of yourself,Depression
i start counselingtherapy in a few days im freaking out but my main fear is that ill cry and embarrass myself is it something to worry about,oh crying in therapy is very normal i have a stack of kleenex boxes in my office cry away therapist are very used to it first time being in therapy is scary but youll soon know if you are a good match,Anxiety
i start counselingtherapy in a few days im freaking out but my main fear is that ill cry and embarrass myself is it something to worry about,9 ways crying may benefit your healthdetoxifies the body reflex tears clear debris like smoke and dust from your eyes helps selfsoothe crying may be one of your best mechanisms to selfsoothe dulls pain improves mood rallies support helps you recover from grief restores emotional balance helps baby breathe helps baby sleep,Anxiety
i start counselingtherapy in a few days im freaking out but my main fear is that ill cry and embarrass myself is it something to worry about,yes if crying is how you are expressing an emotion then not only would it be normal but hopefully encouraged because its an important part of therapy to have a safe space to express your emotions we might encourage you to put words to the tears as well to help you expand on your experience and begin to make more sense of itas a therapist our job is help you open up and feel comfortable enough doing so i sincerely hope no therapist would ever shame you for whatever experience you are having in the room,Anxiety
i start counselingtherapy in a few days im freaking out but my main fear is that ill cry and embarrass myself is it something to worry about,please feel free to cry during therapy if you suddenly feel painful emotions arising when you describe some of your unsatisfying and unfulfilling relationships and situationscrying when realizing the emotional hurt and unfairness between you and someone clears you for new ways of handling interactionsas a therapist i always have a box of tissues on the table next to the couch where people who utilize my therapy siti hope you will soon discover that once your tears unlock your awareness of harmful relationships in your life you will quickly see the freedom to establish new and happier patterns of relatinghave a good therapy,Anxiety
i start counselingtherapy in a few days im freaking out but my main fear is that ill cry and embarrass myself is it something to worry about,people do cry in therapy sometimes but its not at all necessary to cry in order for most kinds of therapy to be helpful when you start counseling you dont yet know your counselor very well so its normal to keep your feelings in check until you feel comfortable and a bit more relaxed with your counselor and with the situation sometimes though there are emotions that have been waiting and waiting to finally find someone who will listen with a kind ear if you feel safe right away in the situation with your counselor you might just cry in spite of your fears about it your therapist is used to people expressing how they feel and will keep strict confidentiality so even though its embarrassing finally experiencing someone truly listening with empathy and kindness may just be worth it its okay too to let your counselor know right at the beginning that youre kind of freaked out about getting too emotional in front of another person,Anxiety
i start counselingtherapy in a few days im freaking out but my main fear is that ill cry and embarrass myself is it something to worry about,it is is absolutely normal to cry in therapy i can understand wanting to keep everything together and put your best foot forward with everyone you come into contact with but it can be such a powerful experience to cry with somebody that can hear you and accept you its so brave of you to go and share yourself with your counselor i hope you will keep being brave as you begin healing,Anxiety
i start counselingtherapy in a few days im freaking out but my main fear is that ill cry and embarrass myself is it something to worry about,first off i want to commend you for taking that tough but important step in starting therapy thats a brave commitment to make to yourself yes crying in therapy is not only normal its encouraged crying is the bodys natural response to sadness grief happiness think tears of joy stress and even anger for some people therapy is a safe place to feel and express the full range of emotions whether those are pleasant unpleasant or anything in between when you cry in therapy you allow your mind and body to release stuck emotions that havent had the opportunity to come out yet do you ever notice that after you cry you feel a sense of relief like a giant weight was lifted off your shoulders thats a sign of healing and you can learn to embrace that even science has shown that certain hormones like cortisol are released in tears if youre worried about your therapist judging you for crying in session lets put that fear to rest as therapists we see people cry every day some clients cry immediately as they start their first session some clients dont cry until a year or more into therapy everyones different but trust me weve seen it all and we wont blink an eye or think a single negative thing about it if anything your therapist will probably see your pain and want to do everything in their power to help you work through it,Anxiety
i start counselingtherapy in a few days im freaking out but my main fear is that ill cry and embarrass myself is it something to worry about,lots of people do cry in session but your therapist wont be uneasy with this crying is a natural response and it also releases toxins so some might say its necessary remember that you can be in charge of what you talk about in your session and if theres something that feels too uncomfortable just say im not ready to talk about that your counselor wants you to feel at ease and will probably not push you right away to a very uncomfortable place as you get to know your therapist you will feel more relaxed and even not worry so much about how you appear to them its normal to be anxious going into a new situation especially when you might not feel in control of uncomfortable emotions dont give up go and put your best effort in hope that helps allison,Anxiety
i start counselingtherapy in a few days im freaking out but my main fear is that ill cry and embarrass myself is it something to worry about,crying is a natural process when you talk about upsetting things especially in therapy when you are opening up and being so vulnerable i suggest that you consider how you would feelrespond to someone that was confiding to you and they began to cry if you felt concerned supportive and empathetic then you know exactly how us therapists feel when our clients are emotional in sessions i suggest that you think of times where you have cried and how you felt at that time in public and what would have helped to make you feel less uncomfortable during your tears i think of crying like any other natural reaction of our body such as sneezing laughing coughing you cant help but do those things and most people wont really judge negatively if you do it in public similarly crying is our bodys reaction when we are emotional whether it is tears of joy from a hilarious joke or from being upset if you are very uncomfortable about crying but willing to start therapy perhaps you can ask the therapist if you can turn your chair around if you begin crying this way you are not facing them and can self soothe without worrying about how you physically look at that timei wish you luck and you should be proud of yourself for starting therapy and i wish you a wonderful journey on this important path that you are embarking on,Anxiety
i start counselingtherapy in a few days im freaking out but my main fear is that ill cry and embarrass myself is it something to worry about,it is not uncommon to be a bit nervous meeting your therapist or another person for the first time your therapist understands that calling and getting an appointment was a big step for you and will do their best to put you at ease providing a safe environment for our clients includes not judging them and being comfortable with the information and emotions that they share with us it is ok to cry and to trust that the therapist will honor this as part of your process,Anxiety
i start counselingtherapy in a few days im freaking out but my main fear is that ill cry and embarrass myself is it something to worry about,when talking about difficult issues it is very normal to cry crying is a natural way for us to cope with the sadness that we experience in life when confronting some of these things in a counseling session tears just seem to come naturally every counselor should be well equipped to handle that level of emotion and you would be far from the first to cry when talking with a counselor,Anxiety
i start counselingtherapy in a few days im freaking out but my main fear is that ill cry and embarrass myself is it something to worry about,hi there  as someone who has practiced as a clinical psychologist for 25 years  i would say that crying is nothing to worry about at all  almost every single person i have worked with has cried at one point or another starting therapy takes a lot of courage when you work with a therapist once you feel safe  you talk about a lot of very private and potentially emotional things that you may have never discussed with anyone before i have seen people cry with sadness  cry with relief at releasing painful things they have held onto for a long time cry because they feel so relieved that they finally feel heard i myself have sometimes cried with clients because some things they talk about are so profoundly moving i can assure you that most  if not all  therapists expect clients to cry and there is nothing to be embarrassed about crying can be very cathartic and can allow us to release a lot of painful feelings we have been stuffing down crying is often a sign that you are really working things through and getting in touch with feelings that you need to get in touch with in order to heal so  to summarize  dont worry at all about crying it will probably feel uncomfortable at first  but i promise you  you will not be judged for crying in therapy and it will be less embarrassing once it happens a time or two and you are assured that your therapist will be there for you and wont judge you good luck,Anxiety
i start counselingtherapy in a few days im freaking out but my main fear is that ill cry and embarrass myself is it something to worry about,many people cry during their therapy sessions actually most people cry in their therapists office i tell my clients that its safe to cry in my office and crying isnt a sign of weakness its a normal human response to pain people actually do more harm to themselves by trying not to cry than by crying crying is very cleansing and an important part of the healing process for many people,Anxiety
i start counselingtherapy in a few days im freaking out but my main fear is that ill cry and embarrass myself is it something to worry about,please do not worry about crying people cry laugh rage rant and talk during counseling sessions part of the therapy process is to look at your feelings and to feel what you are actually feeling instead of what you think you should feel so if you need to cry thats ok if you feel embarrassed because you cried or if you feel anxious that you might cry well those feelings are ok as well your counselor can help you manage your feelings so that you can attain your goals and your counseling session is the perfect place for that,Anxiety
sometimes i cant stop thinking about life after death i was raised in a religion that teaches that we will live on forever either in hell or in heaven when i think of living forever even if it is in heaven which should be good i feel overwhelmed i dont like the thought of living forever and ever and ever sometimes i just cant get the thought out of my mind and the thoughts lead to panic and anxiety am i crazy i dont think these thoughts are normal,you might be surprised how normal you are anxiety is incredibly common and while your particular type of existential anxiety might be unique to you  it is very difficult for most people to really comprehend what happens after we die  regardless of the religious or philosophical belief systems we hold it is the ultimate unknown and some philosophers and psychologists believe that at the root of our daytoday anxieties is the fear of death or fear of the unknown just as it can be really hard to comprehend the ending of life it can also be hard to comprehend an eternal existence what these both have in common is that we are imaging a future that is ultimately unknowable and this unknown can provoke a lot of anxiety mindfulness based practices like meditation  maybe there is something like this in your religious tradition  can be very helpful in making peace with the unknown in the present moment the more we can learn to live in the moment  the less we get hung up on anticipating outcomes for our lives that may never come true mindfulness practices can help you ground be where you are  relax and regulate your nervous system so that you are able sleep and recuperate and train your attention to focus on living the life you want to live now  rather than worrying about what happens after you die having said all that  it can be profoundly helpful to speak with someone about your anxiety  especially when you feel haunted by it worry that you are crazy and cant get to sleep there are lots of good therapists out there who can help you with your anxiety,Anxiety
sometimes i cant stop thinking about life after death i was raised in a religion that teaches that we will live on forever either in hell or in heaven when i think of living forever even if it is in heaven which should be good i feel overwhelmed i dont like the thought of living forever and ever and ever sometimes i just cant get the thought out of my mind and the thoughts lead to panic and anxiety am i crazy i dont think these thoughts are normal,hi california what youre experiencing is indeed anxiety its very common through research we know a lot of things about how to reduce anxiety ill get you started and its a great idea to connect with a therapist who can build on these ideas and get to know you wellits natural to have random thoughts that unsettle us our brains are complex wonderful things fearful and anxious thoughts are a part of this picture their purpose is to prepare us for the future and to help us make sense of the past and learn from it but what happens sometimes is that our alarm systems get out of whack and get set off too easily we often spend too much time worrying about things that happened or might happen when these thoughts take away from our enjoyment of life it becomes a problem so while fear and anxiety try to protect us they also seek power and will take any power they can getin general fear and anxiety try to tell us one or both of two things that something is wrong with us or that something bad will happen or that something bad will happen because theres something wrong with us they will use anything they can as evidence to convince you for example that person looked at you funny youre strange looking well there are dozens of possible explanations for the look on that persons face and its unlikely it had anything to do with you for you personally your thoughts are about the afterlifeabout living forever what does fear tell you will be uncomfortable about living forever what would the worst part be a therapist would help you dig deep to find the core of what you fear it might be that you have no control over who you are or where you go it might be that you fear going to hell because youre bad search for that deepest feari invite you then to picture that thought as a glass of water on a shelf its a heavy glass and if you held it in your hands for a while and stared at it it would get in the way youd be uncomfortable and unable to focus on your life thats whats happening now i suggest that the problem is not so much the thought youre having we all have random silly thoughts that usually arent true the problem is how long youre holding it in your hand you could have that thought pick up that glass a hundred times a day and as long as you put it right back on the shelf its not a problem the trick is to get it back on that shelfright now youre using distraction to do this youre trying to focus on other things around you but i think the glass is still in your hand its not enough youre looking for more tools to get that glass back on the shelf and the key is in your thoughts once you find out what fear is trying to tell you then you can talk back to fear so as an example if fear is saying to you you have no control over anything then you can work to accept the pieces you dont have control over learn to tolerate that feeling and claim back the pieces you can control you can control the extent to which you let fear take you over with a therapist you can learn to refute fears ideas you can learn to look for concrete evidence of fears lies and gain back control over your thoughts i wish you the best,Anxiety
sometimes i cant stop thinking about life after death i was raised in a religion that teaches that we will live on forever either in hell or in heaven when i think of living forever even if it is in heaven which should be good i feel overwhelmed i dont like the thought of living forever and ever and ever sometimes i just cant get the thought out of my mind and the thoughts lead to panic and anxiety am i crazy i dont think these thoughts are normal,you are having thoughts of an existential nature i am wondering what could be activating these thoughtsyour thoughts remind me of what st katherine  a catholic saintsaid about living in the now as if we were already in eternity when thoughts seem to be overwhelming it could be a sign to take a different perspective or use reframing which can help alleviate your anxiety,Anxiety
sometimes i cant stop thinking about life after death i was raised in a religion that teaches that we will live on forever either in hell or in heaven when i think of living forever even if it is in heaven which should be good i feel overwhelmed i dont like the thought of living forever and ever and ever sometimes i just cant get the thought out of my mind and the thoughts lead to panic and anxiety am i crazy i dont think these thoughts are normal,good questions the paradox of thinking about forever is that you can become more motivated to live only in the present thinking about forever can certainly be overwhelming its a lot to think about what can you do about your future be present  learn and relax knowing that you are doing everything you can right here right now there is a book by eckhart tolle  the power of now  that you might be interested in enjoy your journey,Anxiety
sometimes i cant stop thinking about life after death i was raised in a religion that teaches that we will live on forever either in hell or in heaven when i think of living forever even if it is in heaven which should be good i feel overwhelmed i dont like the thought of living forever and ever and ever sometimes i just cant get the thought out of my mind and the thoughts lead to panic and anxiety am i crazy i dont think these thoughts are normal,your life here matters and being present in it so you feel joy in yourself and your surroundings is important in creating your sense of ease and balance no one can predict for sure what happens after death because consciousness transcends boundaries and limits we tend to impose on it that said if reincarnation exists or if there is a heaven or hell your consciousness of it will most likely be free of discomfort or pain as you experience it now meditating or doing selfhypnosis for anxiety can help alleviate your thoughts and sense of fear and living the a life of kindness and balance will assure that your future will be happy for you regardless of the unknown,Anxiety
sometimes i cant stop thinking about life after death i was raised in a religion that teaches that we will live on forever either in hell or in heaven when i think of living forever even if it is in heaven which should be good i feel overwhelmed i dont like the thought of living forever and ever and ever sometimes i just cant get the thought out of my mind and the thoughts lead to panic and anxiety am i crazy i dont think these thoughts are normal,religious questioning is a complex and often philosophical topic and these types of questions especially around heaven hell and an afterlife can bring up a host of difficult  confusing feelings what i want to focus on is the fear  anxiety you seem to be feeling that are deeply connected to your questions scary thoughts negative thoughts obsessive thoughts sometimes feel like theyre out of control and there is nothing we can do to stop them but i want to offer two techniques that might assist with your panic  anxiety the first step in working with scary or negative thoughts is to acknowledge that they are just thoughts and we can choose to follow the scary thought streams or work with cutting them off or ignoring them i also realize that might seem really hard to do but heres a good way to think about the brain and how thought patterns work thoughts arise in the mind all the time our brain is a thought machine many thoughts drift by like clouds and we dont pay any attention while other thoughts arise and they trigger us in a particulate way ie scary angry happy sad and when those thoughts arise we can chose to pay more attention to the thought which can lead us down that particular thought stream that will lead to fear and anxiety so how do we work or stop those scary thought streams one new skill to implement comes from the work of rick hansen he wrote the book buddhas brain he teaches that we need to give more energy and attention to the positive thoughts or positive memories we hold in our mind and pay less attention to the negative thoughts hansen asks us to imagine the brain this way the brain is like velcro with negative thoughts and like teflon when it comes to positive thoughts there are reasons that our brain works this way but i dont have time to go into all of that in this response so its just important to remember we have to work at positive thinking actually pausing throughout the day to focus on positive feelings and memories this will help the mind reinforce positive thought streams and help reduce negative thought streams over time if a scary thought arises try to replace it with a happy experience for at least a couple of moments and see if that helps reduce the negative charge connected with that scary thought i would also suggest when youre having the thoughts about death take a moment to notice how youre breathing often when we are feeling anxiety we are doing shallowing chest breathing rather than taking in a full deep breath or what is called belly breathing if you take a moment to focus on your breathing and allow a couple of full breaths bringing in the breath so the belly rises and then the belly natural falls as you exhale just noticing the breath and practicing breathing can slow down the anxiety cycle as it begins,Anxiety
sometimes i cant stop thinking about life after death i was raised in a religion that teaches that we will live on forever either in hell or in heaven when i think of living forever even if it is in heaven which should be good i feel overwhelmed i dont like the thought of living forever and ever and ever sometimes i just cant get the thought out of my mind and the thoughts lead to panic and anxiety am i crazy i dont think these thoughts are normal,you need to find an outlet someone to talk to your dad or someone who loves your mother as well is someone ideal but anyone could help just look to someone for help if you cant find anyone who you think will listen talk to your mom it can help greatly just to get the words out tell her how you feel about her passing but then also about everything else talk to her about your day tell her about happy things i dont know if youre a religious person or where you believe she is now but no matter what you can talk to her,Anxiety
sometimes i cant stop thinking about life after death i was raised in a religion that teaches that we will live on forever either in hell or in heaven when i think of living forever even if it is in heaven which should be good i feel overwhelmed i dont like the thought of living forever and ever and ever sometimes i just cant get the thought out of my mind and the thoughts lead to panic and anxiety am i crazy i dont think these thoughts are normal,many people generate intense anxiety with obsessive thinking while the nature of your obsession about the afterlife and eternity appear very powerful and unique to you the pattern of obsessing about one thingarea is common i suggest that you consider counseling to help you with your anxiety if you are so inclined there are also medications which may bring relief obviously i cant diagnose you from one paragraph so it would be wise to visit an experienced mental health professional either a counselor or an md in your area to help you with disengaging from your selfdestructive thoughts cbt cognitive behavioral therapy is a very effective counseling approach for obsessive thinking if youd like a see a top notch cbt therapist visit wwwacademyofctorg and of course i suggest you pick up my book living yes a handbook for being human which includes cbt concepts and many more tools which will help with obsession and anxietyas for believing yourself insane or crazy this is not a mental health term but a legal one or a slang so as long as you dont commit a crime no professional can legitimately call you insane or crazytake it slow mark wwwmarkmorrislcswcom and wwwlivingyesorg,Anxiety
ive gone to a couple therapy sessions so far and still everytime i walk in i get nervous and shaky is this normal should i still be feeling like this,oh that is too bad not sure is it because of the one you are in therapy with or the counselor  what feelings are coming up and thoughts in your mind first to start try and put them down and look at what is on paper if you need to maybe do a group first then individual then couple,Anxiety
ive gone to a couple therapy sessions so far and still everytime i walk in i get nervous and shaky is this normal should i still be feeling like this,hi there thank you for your question its absolutely ok to feel nervous going to therapy i have experienced anxiety going to see my own therapist there can be a few reasons why you might feel this way first it is always unnerving to see a person who is a stranger and to share intimate things with that stranger you mentioned it has only been a couple of sessions your anxiety might subside as you continue to see your therapist and grow more comfortable with himher another reason why you might feel particularly nervous is perhaps you are not comfortable sharing things as children we might have bad experiences opening up to others someone might bully or ridicule us and that experience can stay with us for a long time making it extra scary to share our intimate feelings and thoughts with others if this the case as you continue with your sessions and have positive interactions with your therapists this anxiety will subside with time and you will relearn that it is safe to share and the last thought why you might feel the shakes is perhaps you know that you need to talk about some past experiences or memories that are uncomfortable and difficult regardless of the reason it might help you to bring up your nervousness in your session and share how you feel with your therapist having an open dialogue about your anxiety with your therapist can help you resolve some of that anxiety and built greater trust with your therapist,Anxiety
ive gone to a couple therapy sessions so far and still everytime i walk in i get nervous and shaky is this normal should i still be feeling like this,hello there you ask about being nervous and shaky walking in to your therapy session and want to know if its normal  i realize there a few ways to look at this i presume you werent anticipating feeling this way and probably hoped to feel the opposite well my initial response is yes sure it can be within reason to feel this way have you been in therapy before is this somewhat new that could be part of the reason but either way new or not i think when are entering into a meeting that holds potential evaluation of deep things about you and your heart and soul it can cause anyone to tremble the soul can be anticipating some things could be shaken up here and it can feel scary to look at these things and then change looking deep at our life can feel daunting and scary so your response just might be regards to potential growth trying to happen or is there something about the therapist you dont feel confident about this too might be in play as a reason for your feelings maybe you lack confidence in that therapist  have you let your therapist know how you feel that would be good to explorei would like to encourage you to look at these ideas hope it helps let me knowkindlykeithkeithcounselingcom,Anxiety
ive gone to a couple therapy sessions so far and still everytime i walk in i get nervous and shaky is this normal should i still be feeling like this,certainly,Anxiety
ive gone to a couple therapy sessions so far and still everytime i walk in i get nervous and shaky is this normal should i still be feeling like this,well its generally okay to feel anxious or nervous about going into therapy particularly in the beginning because the process of being open about what you are going through much less to someone who you dont know well can be anxietyproducing its also common to feel anxious when you are discussing something that is important difficult to discuss or you are making changes that are very difficult for youthe most important thing i can tell you though is to discuss with your therapist this idea that you feel nervous and shaky some anxiety can actually help to motivate or lead you toward change there are also level of anxiety that can be counterproductive so its a good thing to discuss personally i can tell you that i would want my clients to tell me about anxiety they feel 100 of the time that opens the dialog to discuss whether it is the level of anxiety that they want to sit with and learn about in discovering more about themselves and their experiences andor whether they would like to do something to lessen the feeling of anxietythanks for writing here if it caused anxiety for you to do so i hope that feeling is diminishing for you at least related to writing here,Anxiety
