marathi_question,marathi_answer,category
त्यानंतर काही महिन्यांपूर्वी माझ्यावर बलात्कार करण्यात आले आणि दुर्दैवाने इतर घटनांसह मला भावनांना त्रास होत आहे की हे जवळजवळ जणू काही मला समाजशास्त्रात काय करावे लागेल याची भावना नसल्यामुळे हे बदलण्यासाठी मी काय करू शकतो?,आपण जे वर्णन करीत आहात त्याबद्दल आपण काय घडले याबद्दल ऐकून मला वाईट वाटते की आपण अचानक एक सोशियोपॅथ बनू शकत नाही की ही एक सामान्य प्रतिक्रिया आहे जी एखाद्या घटनेची एक सामान्य प्रतिक्रिया आहे जी पूर्णपणे जबरदस्त आहे की आता आपल्या शहाणपणाचे शरीर त्यांना पूर्णपणे बरे करू शकेल आणि हे सांगत आहे की हे अगदीच महत्त्वाचे आहे की हे सांगत आहे की हे सुगंधित आहे की हे सुवर्णनाच आहे जे आपण पूर्णपणे सक्तीने वागू शकत नाही आणि ज्याचा विचार करणे आवश्यक आहे की ते एखाद्या गोष्टीचे म्हणणे आहे की ते एखाद्या गोष्टीचे म्हणणे आहे की ते एखाद्या गोष्टीचे म्हणणे आहे की ते ज्यायोगे हे सांगत आहे की हे सांगत आहे की हे काय करावे लागेल जे काहीसे सांगत आहे की ते ज्यायोगे हे सांगत आहे की ते एखाद्या गोष्टीने हाताळू शकले नाही ज्याचे मत आहे की ते काय करावे लागेल हे सांगत आहे की हे काय करावे लागेल हे ज्यायोगे ते विचार करा.आपले सm वत: चे,PTSD
माझ्याकडे पीटीएसडी आहे दुष्परिणाम खरोखरच वाईट आहेत आणि लैंगिक रागावर आणि माझ्या नात्यावर परिणाम होतो की महिन्यापूर्वी मी नोकरी गमावली आहे.,बर्‍याचदा व्यापक आघात झालेल्या लोकांना याबद्दल बोलण्यात अडचण येते यामुळे पारंपारिक टॉक थेरपीचा परिणाम कमी होतो आणि तेथे ईएमडीआर नावाचे एक उपयुक्त थेरपी आहे जे बोलण्याच्या प्रमाणात मर्यादित आहे आणि जे लोक मोठ्या संकटात आहेत त्यांच्यासाठी लक्षणे कमी करण्यासाठी द्रुत फायदे देखील आहेत जर आपण या संकटाच्या घटनेमुळे दररोज ईएमडीआर थेरपी देखील पूर्ण करू शकता जर आपण या संकटाच्या वेळेस या गोष्टींचा विचार केला तर या पुनरुत्थानाच्या वेळेस हे शक्य असेल तर या पुनर्रचित वेळेस हे शक्य असेल तर आपण या पुनर्रचित वेळेस पूर्ण करू शकता.,PTSD
माझ्याकडे पीटीएसडी आहे दुष्परिणाम खरोखरच वाईट आहेत आणि लैंगिक रागावर आणि माझ्या नात्यावर परिणाम होतो की महिन्यापूर्वी मी नोकरी गमावली आहे.,आपण खरोखर एक खडबडीत वेळ अनुभवत आहात असे वाटते मी बदलण्याची गरज ओळखल्याबद्दल मी आपले कौतुक करतो की एक चांगला थेरपिस्ट शोधा की आपण आघात आणि पीटीएसडीमध्ये तज्ज्ञ कोण आपल्याबरोबर कार्य करतील जे आपल्या शरीरात पुन्हा भावना व्यवस्थापित करतात आणि आपल्या नातेसंबंधांना सुधारित करतात हे आपल्याबरोबर कार्य करतील आणि आपले संबंध सुधारित करतात,PTSD
माझ्याकडे पीटीएसडी आहे दुष्परिणाम खरोखरच वाईट आहेत आणि लैंगिक रागावर आणि माझ्या नात्यावर परिणाम होतो की महिन्यापूर्वी मी नोकरी गमावली आहे.,"हाय, आपल्या पोस्ट पीटीएसडी मधील निराशा जाणवू शकते आणि बर्‍याचदा जीवनाच्या बर्‍याच बाबींवर परिणाम करते की पीटीएसडीसाठी पुरावे आधारित उपचार आहेत जे आपण आपल्या ट्रिगरला स्वत: ला ओळखण्यास शिकू शकता आणि आपल्या भावनांचे नियमन करू शकता अशा काही दुष्परिणामांना आपण शिकू शकता की आपण स्वतःला असे करणे आवश्यक आहे की जर आपण हे जाणून घेणे आवश्यक आहे की आपण जारी केले पाहिजे की आपण जारी केले पाहिजे की आपण ज्यंट केले असेल तर आपण हेच केले पाहिजे की आपण जारी केले पाहिजे की आपण ज्यंट केले पाहिजे की आपण जारी केले पाहिजे की आपण जारी केले पाहिजे की आपण जारी करणे आवश्यक आहे की जर आपण हेच केले असेल तर आपण हे जाणून घेणे आवश्यक आहे की जर आपण हे जाणून घेणे आवश्यक आहे की आपण जारी केले पाहिजे हे जाणून घेणे आवश्यक आहे की जर आपण हे जाणून घेणे आवश्यक आहे की आपण हे जाणून घेणे आवश्यक आहे की आपण हे जाणून घेणे आवश्यक आहे की आपण हे जाणून घेणे आवश्यक आहे की आपण हे जाणून घेणे आवश्यक आहे की आपण हे जाणून घेणे आवश्यक आहे.काही विनामूल्य किंवा लोकोस्ट पर्याय उपलब्ध व्हा किंवा समर्थन गट आपले जीवन समान दिसत नाही परंतु आघात झाल्यानंतर आयुष्य असणे शक्य आहे",PTSD
माझ्याकडे पीटीएसडी आहे दुष्परिणाम खरोखरच वाईट आहेत आणि लैंगिक रागावर आणि माझ्या नात्यावर परिणाम होतो की महिन्यापूर्वी मी नोकरी गमावली मी माझे आयुष्य कसे परत मिळवू शकतो,पीटीएसडी आणि आघात झालेल्या समस्यांसाठी बरेच उपचार आहेत आणि आपला मार्ग एखाद्याने एल्सेसचा मार्ग कसा दिसतो त्यापेक्षा वेगळा वाटू शकतो जरी बहुतेक लोकांना भावनिक जागरूकता आणि नियमन शिकवण्यामुळे फायदा होतो की आपण आपल्याशी संबंधित असलेल्या गोष्टींबद्दल विचार करू शकता की आपल्याशी संबंधित असलेल्या समुपदेशनामुळे आपल्याशी संबंधित असलेल्या समुपदेशनात फरक आहे.stuff but theres really no shortcut to healing even if you dont see a counselor believe in your ability to get through those emotions youve probably been enduring some intense emotions if your life is being turned upsidedown so you can definitely make it through whatever is causing you painand remember you dont have to do it alonebessel van der kolk basically the leading trauma researcher has an amazing book called the body keeps the score its the trauma bible its all about how the body reactsट्रिगरच्या चेतावणीचा सामना करण्यासाठी अनेक वेगवेगळ्या मार्गांनी आघात आणि स्टोअर्स स्टोअरमध्ये असे काही क्लायंट कथा सामायिक करतात ज्यात त्याच्या पुस्तकाचा बराचसा भाग नसतो परंतु त्यांना हे दिसून येते की आपण त्याचे पुस्तक Amazon मेझॉनवर शोधू शकता अगदी स्वस्तीतल आपण आधीपासूनच पोहोचलो आहे आणि आपले जीवन परत मिळविण्याचा एक मोठा भाग आहे.,PTSD
माझ्याकडे पीटीएसडी आहे दुष्परिणाम खरोखरच वाईट आहेत आणि लैंगिक रागावर आणि माझ्या नात्यावर परिणाम होतो की महिन्यापूर्वी मी नोकरी गमावली मी माझे आयुष्य कसे परत मिळवू शकतो,हा एक चांगला प्रश्न आहे पीटीएसडी खूप जटिल असू शकतो आणि दुर्बल करणे आपल्यासाठी हे फारच अवघड आहे जेव्हा आम्हाला रागाची निराशा आणि शक्यतो कमी स्वत: च्या प्रवृत्तीचे जटिल भावना वाटते की या भावना टाळण्याचा प्रयत्न करणे किंवा आपल्या पीटीएसडीच्या लक्षणांमुळे आपले लक्षण जास्त आहे की हे आपल्या आयुष्यातून अधिक नुकसान होते आणि हे आपल्या पीटीएसचे लक्षण आहे आणि हे आपल्या आयुष्यातल्या लोकांचे लक्षण आहे आणि हे आपल्या आयुष्यातून हानी पोहचवते आणि हेच आहे की हे आपल्या आयुष्यातून हानी पोहचवते आणि हेच आहे की हे आपल्या आयुष्यातून हानी पोहचवते आणि हेच आहे की हे आपल्या आयुष्यातून हानी पोहचवते आणि हेच आहे की हे आपल्या आयुष्यातून अधिक हानी पोहोचवते आणि हेच आहे की हे आपल्या आयुष्यातून अधिक हानी पोहोचवते आणि हे आपल्या आयुष्यातून चांगले आहे आणि हे आपल्या आयुष्यातून अधिक चांगले आहे आणि हे आपल्या आयुष्यातल्या लोकांमुळे अधिकच त्रास होईल आणि ते आपल्या आयुष्यात अधिक चांगले आहे आणिa counselor that has specific training in traumainformed interventions to process emotions you start by inviting them in observe them with compassion and without judgment when we observe our emotions it starts the healing process because we separate ourselves from them remember thoughts and emotions are constructed you are not your thoughts nor your emotions they are messengers telling you to pay attention to them the more we avoid the messengers the louder they get to the point that they are crippling you inएकापेक्षा जास्त वेली आशा आहे की हे आपल्याला अधिक माहितीसाठी आपली बदल प्रक्रिया सुरू करण्यास मदत करते कृपया येथे माझ्या ब्लॉगवरील ट्रॉमा पोस्टचा दुवा आहे. विस्डम रूमलीज मदतीसाठी पोहोचते आणि माझ्याशी संपर्क साधा कॅथरीन क्लीव्हलँडलॅव्हलँड भावनिक आरोग्यासह माझ्याशी संपर्क साधा,PTSD
माझ्याकडे पीटीएसडी आहे दुष्परिणाम खरोखरच वाईट आहेत आणि लैंगिक रागावर आणि माझ्या नात्यावर परिणाम होतो की महिन्यापूर्वी मी नोकरी गमावली आहे.,भावनांनी आणि लोकांवर विश्वास ठेवणे कठीण झाल्याने आपली भावना ही खरोखरच एक भयानक भावना असू शकते जी एखाद्या व्यक्तीसाठी एक सामान्य प्रतिक्रिया आहे ज्यांनी एखाद्या आघाताच्या अनुभवामुळे अनेकदा आघात झाल्यामुळे लोकांना सतत गार्डन डिप्रिप्टवर पोहोचू शकते आणि त्या घटनेची भावना वाढू शकते आणि लक्षणांमुळे हे दिसून येते की जितके लक्ष वेधून घेते आणि लक्षणांमुळे हे दिसून येते आणि लक्षणांमुळे हे दिसून येते आणि लक्षणांमुळे हे दिसून येते की ते जास्तीत जास्त लक्षणीय आहेत आणि लक्षणांमुळेच हे दिसून येते की ते जास्तीत जास्त लक्षणीय आहेत आणि लक्षणांमुळे स्वत: चे लक्ष वेधून घेता येते आणि लक्षणे जबरदस्तीने जाणवते आणि त्यापेक्षा जास्त लक्षणीय भावना निर्माण होऊ शकतात आणि त्यापेक्षा जास्त लक्षणीय भावना निर्माण होऊ शकतात आणि त्यापेक्षा जास्त लक्षणीय भावना निर्माण होऊ शकतात आणि त्यापेक्षा जास्त लक्षणीय भावना निर्माण होऊ शकतात आणि त्यामागील जटिलपणा जाणवतात.ट्रॉमा थेरपीच्या बाहेर मी अपेक्षा करतो की आपण एक दयाळू आणि क्लायंट फोकस्ड पुरावा आधारित आधारित दृष्टिकोन एकत्रित केल्यामुळे मी असंख्य लोकांना सुरक्षित सहाय्यक वातावरणात त्यांच्या क्लेशकारक अनुभवांवर सकारात्मक आधार मिळविण्यास मदत करतो कारण आम्ही आपल्या उपचारासाठी उत्तम प्रकारे कार्य करू शकतो कारण आम्ही आपल्या उपचारासाठी उत्तम प्रकारे कार्य करू शकतो कारण आम्ही सर्वसामान्यपणे कार्य करू शकतो कारण आम्ही आपल्या सर्वांचा सन्मान करतो कारण आपण सर्वजण एकत्र काम करू शकतो कारण आपण काम करू इच्छितो कारण आपण सर्व काही एकत्रितपणे कार्य करू शकतो कारण आपण काम करू शकतो कारण आपण सर्व काही एकत्रितपणे कार्य करू.,PTSD
माझ्याकडे पीटीएसडी आहे दुष्परिणाम खरोखरच वाईट आहेत आणि लैंगिक रागावर आणि माझ्या नात्यावर परिणाम होतो की महिन्यापूर्वी मी नोकरी गमावली मी माझे आयुष्य कसे परत मिळवू शकतो,हळू हळू दर म्हणजे आपण आपल्या जीवनात आघात झाल्याचा अर्थ असा आहे की आपण स्वत: बरोबर जीवनातल्या जवळजवळ सर्व क्षेत्रांमध्ये सुरक्षित वाटू नये कारण आपण पुन्हा विश्वास ठेवण्याचा प्रयत्न करता की लोक आपल्याला हानी पोहोचवणार नाहीत आणि आपल्या जीवनातील समाधानाचे स्रोत आपल्या स्वत: च्या जीवनातील आघात होण्यापेक्षा आपल्या स्वत: च्या अंतःकरणाच्या आरोग्यासाठी इतके चांगले लक्ष देणे आवश्यक आहे की आपण नुकतेच गहाळ झाल्यामुळे आणि आपल्या आयुष्यातल्या भावनिकतेपेक्षा इतके लक्ष दिले आहे की आपण नुकतेच गहाळ झाल्यामुळे आणि आपल्या आयुष्यातल्या लोकांच्या आरोग्यासाठी इतके लक्ष दिले आहे की आपण नुकतेच गहाळ झाल्यामुळे आणि आपल्या आयुष्यातल्या लोकांच्या आरोग्यासाठी इतके लक्ष देणे आवश्यक आहे की आपण नुकतेच गहाळ झाल्यामुळे आणि आपल्या आयुष्यातल्या लोकांच्या आयुष्यात इतके लक्ष दिले आहे की आपण नुकतेच गहाणा आहे आणि आपण पूर्वीच्या भावनिकतेपेक्षा अधिक चांगले आहात आणि आपण नुकतेच गहाणा आहे आणि आपल्या आयुष्यातल्या लोकांकडे दुर्लक्ष केले आहे की आपण नुकतेच दीर्घकाळ काम केले आहे.आपल्या लक्ष वेधून घेण्याचे शीर्ष क्षेत्र नंतर आपल्या कार्यात आणि नात्यात कमी प्रमाणात सहभाग स्वीकारण्यास आपल्याकडे सोपा वेळ असेल जेव्हा आपण रागाच्या भरात तणावाची भावना आहे की नाही हे तपासण्याचा प्रयत्न करा ज्याच्याकडे आपण रागावले आहे आणि ज्याच्याबद्दल आपण जबरदस्तीने जीवन जगू शकता अशा गोष्टींबद्दल आपल्याशी संबंधित असलेल्या व्यक्तीशी संबंधित असलेल्या व्यक्तीशी संबंधित असलेल्या आपल्या स्थितीबद्दल आणि ज्याचे जीवन जगू शकते या गोष्टीमुळे आपण ज्या गोष्टीला आरामदायक आहात आणि ज्याचे जीवन जगू शकते अशा गोष्टींबद्दल आपण ज्याचे जीवन जगू शकता आणि ज्याचे जीवन जगू शकते अशा गोष्टींबद्दल आपण ज्याचे जीवन जगू शकता अशा गोष्टींबद्दल आपण अधिकच क्षुल्लक आहात आणि ज्याचे जीवन जगणे शक्य आहे आणि ज्याचे जीवन जगू शकते अशा गोष्टींबद्दल आपण ज्याचे जीवन जगू शकता अशा गोष्टींबद्दल आपण अधिकच क्षुल्लक आहात आणि ज्याचे जीवन जगू शकते अशा गोष्टींबद्दल आपण अधिकच क्षुल्लक आहात आणि ज्याचे जीवन जगू शकते अशा गोष्टींबद्दल आपण अधिकच क्षुल्लक आहात आणि ज्याचे जीवन जगू शकते अशा गोष्टींबद्दल आपण अधिकच निराशाजनकपणा व्यक्त केला आहे की जर आपण स्वत: ला जबरदस्तीने जीवन जगू शकता.स्वत: वर आणि इतरांशी संबंधित आपला विश्वास पुन्हा मिळवा,PTSD
माझ्याकडे पीटीएसडी आहे दुष्परिणाम खरोखरच वाईट आहेत आणि लैंगिक रागावर आणि माझ्या नात्यावर परिणाम होतो की महिन्यापूर्वी मी नोकरी गमावली आहे.,पीटीएसडी बोलणे हा एक विनोद नाही आणि तो जीवनाच्या सर्व बाबींवर त्वरेने एक टोल घेऊ शकतो हे जाणून घ्या की आपण एकटे नाही आहात आणि योग्य मदतीने आपण पीटीएसडीसह जगणार्‍या या आव्हानांवर मात करू शकता हे आपल्या आव्हानांचा सामना करण्याचे मार्ग शिकू शकते आणि या समस्येचे कामकाजाचे कामकाजाचे कार्य करणे हे एक चांगले कार्य आहे आणि हे कार्य करणे चांगले आहे आणि हे कार्य करणे चांगले आहे आणि हे कार्य करणे हे एक चांगले आहे आणि हे कार्य करणे हे एक चांगले आहे आणि याचा अर्थ असा आहे की हे कार्य करणे चांगले आहे आणि याचा अर्थ असा आहे की हे कार्य करणे चांगले आहे आणि याचा अर्थ असा होऊ शकतो की हे कार्य करणे चांगले आहे आणि याचा अर्थ असा आहे की या गोष्टीची पूर्तता होऊ शकते आणि याचा अर्थ असा होऊ शकतो की हे कार्य करणे आवश्यक आहे आणि याचा अर्थ असा होऊ शकतो की हे कार्य करणे आवश्यक आहे आणि याचा अर्थ असा होऊ शकतो की हे कार्य करणे आवश्यक आहे आणि याचा अर्थ असा होऊ शकतो की हे कार्य करणे आवश्यक आहे हे जाणून घ्या.it is important to address the problem both at the physiological and psychological level this can mean using medication that is prescribed by a md to reduce the intensity symptoms and also working with an experienced licensed professional having healthy life habits such as good sleep hygiene healthy diet staying away from selfmedicating with drugs and alcohol and exercising can help reduce the intensity of the symptoms as well please consult with a licensed professional close to you to get more information on resources you can possibly find helpfulआपल्यासाठी,PTSD
माझ्याकडे पीटीएसडी आहे दुष्परिणाम खरोखरच वाईट आहेत आणि लैंगिक रागावर आणि माझ्या नात्यावर परिणाम होतो की महिन्यापूर्वी मी नोकरी गमावली आहे.,"नमस्कार, मी ऐकले आहे की ptsd चा तुमच्या संपूर्ण आयुष्यावर खूप कमकुवत प्रभाव पडतो, मला माहित आहे की वैयक्तिक अनुभवातून ते बरे करणे शक्य आहे आणि शक्य आहे पहिली पायरी म्हणजे स्वत: ला कबूल करणे की तुमची ptsd लक्षणे असामान्य आणि क्लेशकारक घटनेची सामान्य प्रतिक्रिया आहेत, भयानक स्वप्ने, चिंता वाढलेली स्तब्धता प्रतिसाद हे सर्व वैशिष्ट्यपूर्ण आहेत जे तुम्ही एखाद्या व्यक्तीला दिलेल्या महत्वाच्या घटनांबद्दल प्रतिसाद देत आहात. अशाप्रकारे प्रतिक्रिया देण्यासाठी स्वत:ला किंवा तुमच्या शरीराशी संपर्क साधण्यापेक्षा दुस-या चरणात दुखापत करणा या मित्राला आपण बरे करता, दयाळू आणि दयाळूपणा म्हणजे बरे होण्याचे पाऊल उचलणे सुरू करणे. एक सल्लागार किंवा थेरपिस्ट पाहण्यास प्रोत्साहित करतो की आपण खरोखरच आघात नियंत्रणात विहित शिफारसी देतो तर एक चरण-चरण समर्थन सुरू केले असेल तर आपण स्वत: मार्गदर्शन करू शकता: जे एक स्टेपबायस्टेपचा वापर करतात आणि ते पुस्तकात उपचार घेतात. बुकद्वारे मी स्वत: चा वापर केला आहे आणि ग्राहकांना मोठ्या यशाने मी आपल्या ग्राहकांना आपला रिझव्र्ह प्रवास सुरू करू शकता आणि आपल्या क्लायंटसह आता आपला रिझव्र्ह प्रवास सुरू करू शकता आणि क्लायंटसह आता आपला रिचार्ज प्रवास सुरू करू शकता. च्या पूरक पूरकतेसह, मी आपल्या रिझर्व्हरी प्रवासास प्रारंभ करू शकता आणि आपल्या ग्राहकांच्या ग्राहकांना आपण आता आपल्या रिचार्ज प्रवास सुरू करू शकता आणि मी आपल्या क्लँट्ससह आपला रिझर्व्ह प्रवास सुरू करू शकता. संसाधने वापरा ट्रॉमा पूरक नियंत्रणता नियंत्रण म्हणून मॅग्नेशियम ओमेगा 3 झिंक व्हिटॅमिन सीटीसीसाठी आवश्यक असते.",PTSD
मीच तो संपविला आणि मला आनंद झाला की मी माझ्या आयुष्यात घेतलेला सर्वोत्कृष्ट निर्णय होता परंतु मी माझ्या सध्याच्या नात्यात एक भिंत तयार करीत आहे हे स्वप्न आणि फ्लॅशबॅक कसे थांबवू?,"अपमानास्पद नातेसंबंध संपवणे खूप कठीण असते, विशेषत: जर तुम्ही सुरुवातीला खूप जवळ असता, जर गैरवर्तनामध्ये शाब्दिक किंवा मानसिक निषेधाचा समावेश असेल तर तुमची अनेकदा एक नकारात्मक स्वत:ची प्रतिमा असेल जी तुम्हाला माहीत असेल की ती सत्य नाही पण अनेकदा ती खूप खरी वाटते ही नकारात्मक स्वप्रतिमा आणि पुन्हा दुरुपयोग होण्याची भीती तुमच्यामध्ये संरक्षण सक्रिय करू शकते ज्याची तुमची गैरवापर झाली तेव्हा आवश्यक होती आणि आता तुम्ही तुमच्या नातेसंबंधाची भिंत निर्माण करण्यास सक्षम आहात हे माहित आहे. घेतलेला एक उत्तम निर्णय आहे आपल्या सैनिकांच्या आणि फ्लॅशबॅकसाठी बरे होण्यासाठी बरे होण्यासाठी ठोस अंतर्गत संसाधने आहेत याची कबुली दिली आहे. श्रद्धा आणि शारीरिक संवेदना आपल्या असुरक्षित पालकांच्या आणि नातेसंबंधात असे आहे की आपल्या प्रेमाच्या या वेदांवर परिणाम झाला आहे आणि अशा गोष्टी लक्षात आल्या आहेत अशा श्रद्धा आणि शारीरिक संवेदना यासह सध्याच्या संवत्सरांची आठवण आहे.हेतु आपल्याशी जेणेकरुन असे वाटते की त्याचे नातेसंबंध घडवून आणणे आपले सध्याचे नांवाचे रक्षण करणे म्हणजे विश्वास करणे आणि भावना करणे आपल्या आत्मविश्वासाचे आणि बऱ्याच गोष्टी आहेत. या प्रकरणांमध्ये आपल्या गैरवर्तनाच्या शंकेचा उपयोग आणि आपल्या अतिरेकी भावनिक गोष्टींचा उपयोग करणे आणि हे आपल्या अतिक्रमणाच्या स्मरणशक्तीचा उपयोग करणे आणि आपल्या अतिरेकी स्मरणशक्तीचा उपयोग करणे मदत करणे मी सध्या आपल्या जमा केलेल्या चर्चेची शिफारस करतो. हानिकारक भूतकाळातील अनुभवांचा समुच्चय करण्याचा निर्णय घेणे आणि त्या ठिकाणी सध्या उपचार शक्य आहे समर्थन नेटवर्क आपल्या नात्यासाठी निरोगी राहण्याची आपली तीव्र इच्छा आहे.",PTSD
मीच तो संपविला आणि मला आनंद झाला की मी माझ्या आयुष्यात घेतलेला सर्वोत्कृष्ट निर्णय होता परंतु मी माझ्या सध्याच्या नात्यात एक भिंत तयार करीत आहे हे स्वप्न आणि फ्लॅशबॅक कसे थांबवू?,आपण आपल्याबद्दल जे वर्णन करता त्यावरून मी आपल्याशी सहमत आहे की आपले पूर्वीचे नाते संपविणे हा एक अतिशय शहाणा निर्णय होता आणि फ्लॅशबॅक दर्शवितो की आपण भावनिकदृष्ट्या आणि आपल्या मूलभूत निसर्गाच्या पायावर गंभीरपणे प्रभावित झाला आहे आणि आपण आपल्या पूर्वीच्या जोडीदाराची पूर्तता केली होती आणि त्यावेळेस आपण स्वत: च्या पूर्वीच्या जोडीदाराची पूर्तता केली होती आणि त्यावेळेस ती हरकत होती आणि ती हरकत होती आणि ती तीव्रतेची पूर्तता झाली आणि त्यावेळेस आपण स्वत: ला कठोरपणे धरणे स्वीकारले होते आणि तेजस्वी लोकांनी तेजस्वीपणा दर्शविला होता की तो त्यावेळेस तुटपुंज होता आणि त्यावेळेस तो तुटवळणाचा संबंध होता आणि तो तुटवळणाचा आधार होता आणि तो तुटवळणाचा संबंध आहे आणि तो तुटवळणाचा आधार होता आणि तो तुटवळणाचा त्रास झाला होता.अदृश्य अदृश्य आहे.आहे जे साधारणत: लोक पालकांनी ज्या प्रकारे वागले आहेत त्या मार्गानेच असेच लोक निवडतात की या काळातील संबंधांमुळे आपण या काळातील संबंधांविषयी विचार केला आहे की आपण या काळातील संबंधांविषयीThair The आहे आहे की आपण आपण आपण कala nasasa तील तीलa तील ंविषयीa yala na yala ra nasa lआहे.,PTSD
मीच तो संपविला आणि मला आनंद झाला की मी माझ्या आयुष्यात घेतलेला सर्वोत्कृष्ट निर्णय होता परंतु मी माझ्या सध्याच्या नात्यात एक भिंत तयार करीत आहे हे स्वप्न आणि फ्लॅशबॅक कसे थांबवू?,"सामायिक करण्यास आणि मदत मागण्याबद्दल धन्यवाद, हे सांगण्यासाठी धन्यवाद की आपण भूतकाळातील नातेसंबंध संपवलेल्या एका स्वप्नांनी आणि फ्लॅशबॅकमुळे आपल्या टिप्पण्यांमुळे मला आश्चर्य वाटेल की या भूतकाळातील नातेसंबंधात आपण काही प्रमाणात आघात केल्याचा विचार केला असेल तर आपल्या सर्व गोष्टींचा विचार करावा लागेल कारण हे आपल्या स्वत: च्या तुलनेत चांगले आहे म्हणून आपण आपल्या स्वत: च्या सर्व गोष्टींचा विचार केला आहे की हे आपल्या स्वत: च्या तुलनेत चांगले आहे म्हणून आपण आपल्या स्वत: च्या तुलनेत चांगले काम केले आहे म्हणून आपण आपल्या स्वत: च्या सर्व गोष्टींचा विचार केला आहे की आपण आपल्या स्वत: च्या सर्व गोष्टींचा विचार केला आहे म्हणून आपण आपल्या स्वत: च्या सर्व गोष्टींचा विचार केला आहे.एखाद्या अनुभवी थेरपिस्टबरोबर काम करणे आहे जो ट्रॉमफोक्यूड केअरमध्ये तज्ज्ञ आहे थेरपिस्ट जर ईएमडीआर डोळ्याच्या हालचाली डिसेन्सिटायझेशन आणि रीप्रोसेसिंग समाविष्ट करण्याची इच्छा दर्शवू शकते जी आपल्या मनोविश्लेषणामुळे लोकांना बरे करण्यास सक्षम करते जे आपल्या विचारसरणीच्या जीवनातील त्रासदायक परिणामांमुळे आपल्या विचारसरणीच्या शुभेच्छा देतात.",PTSD
मीच तो संपविला आणि मला आनंद झाला की मी माझ्या आयुष्यात घेतलेला सर्वोत्कृष्ट निर्णय होता परंतु मी माझ्या सध्याच्या नात्यात एक भिंत तयार करीत आहे हे स्वप्न आणि फ्लॅशबॅक कसे थांबवू?,"असे वाटते की आपण सहन केलेल्या आघातातून प्रक्रिया करण्याची संधी आपल्याला मिळाली नाही, जर आपल्या आघाताची लक्षणे कमी होईपर्यंत आपल्याकडे नियमितपणे एखाद्याशी बोलण्याची संधी मिळाली तर त्यास मदत होईल.",PTSD
मीच तो संपविला आणि मला आनंद झाला की मी माझ्या आयुष्यात घेतलेला सर्वोत्कृष्ट निर्णय होता परंतु मी माझ्या सध्याच्या नात्यात एक भिंत तयार करीत आहे हे स्वप्न आणि फ्लॅशबॅक कसे थांबवू?,"तुम्ही स्वतःहून एक गोष्ट करण्याचा प्रयत्न करू शकता ती म्हणजे तुमच्या समोर असलेल्या जोडीदारावर लक्ष केंद्रित करणे, जर तुम्ही त्यांच्याशी स्पर्शाने किंवा त्यांच्या आवाजाच्या स्वरावर लक्ष केंद्रित करून त्यांच्याशी संपर्क साधू शकत असाल, ज्यामुळे तुम्ही जमिनीवर राहण्याचा प्रयत्न केला आणि किंवा जागरूक राहण्यास मदत होऊ शकते, म्हणजे खोलीतील तुमची स्थिती जाणून घेणे, तुमचे पाय जमिनीवर, तुमचे हात तुमच्या मांडीवर किंवा खुर्चीवर तुमचे कंबर, तुम्ही सध्या ज्या वातावरणात आहात त्याबद्दल जागरूक असणे, उदाहरणार्थ तुमच्या आजूबाजूला काय आहे ते पाहणे, उपयुक्त ठरू शकते. तुमच्या सर्व इंद्रियांचा वापर करण्याचा प्रयत्न करा, उदाहरणार्थ तुम्ही लक्ष केंद्रित करू शकता. आरामदायी अर्थाने किंवा वापर करून आरामदायी फोटो पहा आपल्या पत्नींच्या आवाजाचा आवाज ऐकून ऐकल्यावर किंवा जेव्हा आपण स्वतः आनंदित होतो: चा आनंद. लुटला असेल तेव्हा आपली एक विशिष्ट प्रतिक्रिया आहे की आपण खरोखरच आपल्या गोष्टींबद्दल बोललो आहोत की एक स्थानिक जीवन जगू शकत नाही, असे वाटते: एक विशिष्ट प्रतिक्रिया दर्शवू शकता, असे वाटते की आपण आपल्यापासून बचाव करू शकता. अनुभवाने दुःखाने किंवा भावनिक त्रासदायक कारणांमुळे आपल्याला गोष्टी लक्षात ठेवण्यास मोठ्या भूतकाळाची आवश्यकता आहे, ही एक अतिशय नैसर्गिक प्रतिक्रिया आहे आणि ज्याच्या प्रतिक्रियेची प्रतिक्रिया आहे आणि ज्याच्या कृतीमुळे तीव्र स्वप्ने आहेत आणि फ्लॅशबॅक ती भूतकाळ आहे आणि आपली आहे. मेंदू येत आहे आणि आपला या सर्व गोष्टींचा अर्थ सांगण्याचा प्रयत्न करत आहे",PTSD
